,ds,y,avg_temp,precip_accum,swe,hist_avg_y
2276,1996-03-26,5.5,15.0,18.8,20.1,4.870645161290321
2277,1996-03-27,5.2,24.0,18.8,20.2,4.956129032258064
2278,1996-03-28,5.2,26.0,18.8,20.2,5.087741935483871
2279,1996-03-29,5.3,24.0,18.8,20.3,5.127741935483871
2280,1996-03-30,5.9,22.0,18.8,20.3,5.1661290322580635
2281,1996-03-31,5.7,26.0,18.8,20.3,5.546451612903225
2282,1996-04-01,6.0,33.0,18.9,20.5,6.3112903225806445
2283,1996-04-02,6.5,32.0,18.9,20.7,6.440645161290323
2284,1996-04-03,7.3,23.0,18.9,20.7,6.47032258064516
2285,1996-04-04,7.2,21.0,19.0,20.7,6.311612903225806
2286,1996-04-05,7.5,20.0,19.5,21.1,6.159354838709677
2287,1996-04-06,6.7,26.0,19.6,21.2,6.095161290322581
2288,1996-04-07,7.0,31.0,19.6,21.2,6.276774193548386
2289,1996-04-08,7.6,35.0,19.6,21.2,6.82774193548387
2290,1996-04-09,9.8,38.0,19.7,21.9,7.1174193548387095
2291,1996-04-10,11.0,35.0,19.7,21.8,7.490645161290323
2292,1996-04-11,13.0,25.0,19.7,21.8,7.668387096774193
2293,1996-04-12,11.0,28.0,19.9,22.0,7.698709677419355
2294,1996-04-13,9.9,16.0,19.9,22.0,7.849032258064515
2295,1996-04-14,8.8,14.0,20.1,22.0,8.235483870967743
2296,1996-04-15,8.8,26.0,20.1,22.0,8.743548387096775
2297,1996-04-16,9.4,33.0,20.2,22.1,9.048387096774194
2298,1996-04-17,10.0,26.0,20.2,22.0,9.458709677419355
2299,1996-04-18,11.0,22.0,20.3,22.0,10.211935483870969
2300,1996-04-19,11.0,12.0,20.8,22.5,10.63741935483871
2301,1996-04-20,9.6,17.0,21.0,22.7,10.902580645161292
2302,1996-04-21,9.8,16.0,21.1,22.6,11.619032258064514
2303,1996-04-22,9.2,20.0,21.1,22.6,12.386129032258065
2304,1996-04-23,9.3,33.0,21.2,22.6,13.06967741935484
2305,1996-04-24,12.0,42.0,21.2,22.9,14.035806451612903
2306,1996-04-25,18.0,28.0,21.2,22.8,14.11967741935484
2307,1996-04-26,16.0,33.0,21.5,23.1,14.452580645161293
2308,1996-04-27,16.0,26.0,21.7,23.2,15.029032258064515
2309,1996-04-28,15.0,11.0,21.9,23.3,17.33225806451613
2310,1996-04-29,13.0,20.0,22.1,23.3,19.85483870967742
2311,1996-04-30,12.0,30.0,22.2,23.3,21.13225806451613
2312,1996-05-01,14.0,31.0,22.3,23.3,21.477419354838712
2313,1996-05-02,16.0,36.0,22.3,23.3,21.16451612903225
2314,1996-05-03,18.0,40.0,22.4,23.3,20.393548387096775
2315,1996-05-04,24.0,40.0,22.4,22.5,21.764516129032252
2316,1996-05-05,35.0,41.0,22.4,21.0,24.132258064516126
2317,1996-05-06,48.0,42.0,22.4,20.1,22.645161290322577
2318,1996-05-07,55.0,43.0,22.4,19.7,26.996774193548386
2319,1996-05-08,66.0,43.0,22.4,19.1,29.725806451612907
2320,1996-05-09,79.0,39.0,22.4,18.5,29.932258064516127
2321,1996-05-10,80.0,37.0,22.4,18.0,30.95161290322581
2322,1996-05-11,82.0,43.0,22.4,17.6,31.73870967741935
2323,1996-05-12,105.0,45.0,22.4,16.8,33.58387096774194
2324,1996-05-13,123.0,48.0,22.4,16.3,36.56774193548387
2325,1996-05-14,140.0,47.0,22.4,15.8,40.09677419354839
2326,1996-05-15,154.0,48.0,22.4,15.3,43.23548387096775
2327,1996-05-16,183.0,49.0,22.4,14.5,47.251612903225805
2328,1996-05-17,214.0,41.0,22.4,13.7,53.17741935483872
2329,1996-05-18,200.0,47.0,22.4,12.9,55.65161290322582
2330,1996-05-19,221.0,45.0,22.4,12.0,59.83870967741935
2331,1996-05-20,230.0,36.0,22.4,11.2,62.19677419354839
2332,1996-05-21,196.0,42.0,22.4,10.5,63.08064516129032
2333,1996-05-22,210.0,44.0,22.4,9.6,65.45161290322581
2334,1996-05-23,216.0,38.0,22.4,8.5,68.80000000000001
2335,1996-05-24,169.0,33.0,22.4,7.8,71.26774193548387
2336,1996-05-25,227.0,31.0,23.5,8.7,73.15806451612902
2337,1996-05-26,197.0,28.0,25.1,10.0,71.92258064516129
2338,1996-05-27,159.0,30.0,25.5,10.4,72.84516129032258
2339,1996-05-28,140.0,32.0,25.6,10.5,77.30967741935483
2340,1996-05-29,127.0,40.0,25.7,10.5,83.53870967741936
2341,1996-05-30,123.0,42.0,25.7,10.2,88.97741935483872
2342,1996-05-31,119.0,38.0,25.7,9.8,89.05161290322582
2343,1996-06-01,118.0,37.0,25.7,9.3,94.54193548387096
2344,1996-06-02,117.0,39.0,25.7,8.7,99.19999999999999
2345,1996-06-03,125.0,43.0,25.7,7.8,103.3
2346,1996-06-04,142.0,47.0,25.7,6.4,106.57419354838709
2347,1996-06-05,169.0,47.0,25.7,5.0,111.74516129032257
2348,1996-06-06,185.0,42.0,25.7,3.4,115.6258064516129
2349,1996-06-07,181.0,44.0,25.7,1.7,119.50967741935484
2350,1996-06-08,178.0,47.0,25.7,1.1,120.92258064516129
2351,1996-06-09,179.0,49.0,25.7,0.5,122.08387096774193
2352,1996-06-10,176.0,47.0,25.7,0.3,121.28064516129034
2353,1996-06-11,167.0,45.0,25.7,0.2,120.99032258064517
2354,1996-06-12,161.0,44.0,25.7,0.0,124.86774193548388
2355,1996-06-13,160.0,46.0,25.8,0.0,123.11612903225806
2356,1996-06-14,150.0,43.0,25.8,0.0,122.90967741935485
2357,1996-06-15,150.0,36.0,25.8,0.0,120.18709677419355
2358,1996-06-16,149.0,43.0,26.1,0.0,120.2258064516129
2359,1996-06-17,147.0,50.0,26.1,0.0,126.78709677419356
2360,1996-06-18,140.0,51.0,26.1,0.0,130.86451612903224
2361,1996-06-19,135.0,54.0,26.1,0.0,125.95483870967742
2362,1996-06-20,130.0,52.0,26.1,0.0,126.21935483870966
2363,1996-06-21,132.0,46.0,26.1,0.0,128.42580645161289
2364,1996-06-22,142.0,44.0,26.1,0.0,127.28709677419354
2365,1996-06-23,130.0,48.0,26.1,0.0,125.26774193548388
2366,1996-06-24,120.0,50.0,26.1,0.0,120.08064516129032
2367,1996-06-25,112.0,47.0,26.4,0.0,115.52580645161291
2368,1996-06-26,107.0,49.0,26.4,0.0,112.11935483870968
2369,1996-06-27,105.0,46.0,26.4,0.0,110.20322580645161
2370,1996-06-28,110.0,42.0,26.5,0.0,106.68709677419355
2371,1996-06-29,115.0,48.0,26.5,0.0,104.95483870967742
2372,1996-06-30,115.0,50.0,26.5,0.0,105.2709677419355
2373,1996-07-01,110.0,52.0,26.5,0.0,107.80645161290323
2374,1996-07-02,108.0,53.0,26.5,0.0,103.60000000000001
2375,1996-07-03,100.0,53.0,26.5,0.0,102.7258064516129
2376,1996-07-04,98.0,54.0,26.5,0.0,99.29354838709678
2377,1996-07-05,96.0,53.0,26.5,0.0,94.05161290322582
2378,1996-07-06,96.0,52.0,26.5,0.0,91.24516129032257
2379,1996-07-07,94.0,54.0,26.5,0.0,90.02580645161291
2380,1996-07-08,91.0,49.0,26.5,0.0,93.51935483870967
2381,1996-07-09,90.0,48.0,26.5,0.0,94.2290322580645
2382,1996-07-10,88.0,50.0,26.5,0.0,93.2
2383,1996-07-11,88.0,54.0,26.5,0.0,94.40322580645162
2384,1996-07-12,88.0,52.0,26.5,0.0,94.03548387096775
2385,1996-07-13,86.0,52.0,26.5,0.0,88.44838709677418
2386,1996-07-14,84.0,51.0,26.5,0.0,83.45806451612903
2387,1996-07-15,84.0,51.0,26.5,0.0,77.65161290322581
2388,1996-07-16,84.0,52.0,26.5,0.0,73.76451612903227
2389,1996-07-17,84.0,52.0,26.5,0.0,75.06774193548387
2390,1996-07-18,86.0,49.0,26.5,0.0,73.57096774193549
2391,1996-07-19,85.0,53.0,26.6,0.0,75.08709677419354
2392,1996-07-20,94.0,56.0,26.6,0.0,65.81290322580645
2393,1996-07-21,86.0,56.0,26.6,0.0,62.622580645161285
2394,1996-07-22,79.0,55.0,26.6,0.0,60.380645161290325
2395,1996-07-23,73.0,52.0,26.6,0.0,56.82258064516128
2396,1996-07-24,65.0,52.0,26.6,0.0,59.83548387096774
2397,1996-07-25,35.0,49.0,26.6,0.0,61.73548387096774
2398,1996-07-26,32.0,49.0,26.6,0.0,61.12580645161291
2399,1996-07-27,40.0,51.0,26.6,0.0,56.267741935483876
2400,1996-07-28,45.0,51.0,26.6,0.0,53.94193548387097
2401,1996-07-29,50.0,45.0,26.6,0.0,57.15806451612904
2402,1996-07-30,56.0,48.0,26.8,0.0,57.70967741935484
2403,1996-07-31,49.0,52.0,26.8,0.0,55.79354838709677
2404,1996-08-01,48.0,54.0,26.8,0.0,54.319354870967736
2405,1996-08-02,45.0,54.0,26.8,0.0,54.30000003225806
2406,1996-08-03,46.0,48.0,26.8,0.0,54.109677451612896
2407,1996-08-04,47.0,48.0,26.8,0.0,50.883871
2408,1996-08-05,42.0,50.0,26.8,0.0,48.55161293548387
2409,1996-08-06,36.0,53.0,26.8,0.0,46.19677422580645
2410,1996-08-07,25.0,44.0,26.8,0.0,44.88709680645161
2411,1996-08-08,22.0,45.0,26.9,0.0,42.2
2412,1996-08-09,22.0,48.0,27.0,0.0,39.993548322580644
2413,1996-08-10,20.0,49.0,27.0,0.0,37.49032261290323
2414,1996-08-11,19.0,53.0,27.0,0.0,37.67096780645162
2415,1996-08-12,18.0,55.0,27.0,0.0,36.374193580645155
2416,1996-08-13,16.0,56.0,27.0,0.0,35.561290387096776
2417,1996-08-14,25.0,53.0,27.0,0.0,35.622580677419364
2418,1996-08-15,30.0,49.0,27.0,0.0,33.409677419354836
2419,1996-08-16,32.0,48.0,27.0,0.0,31.877419322580643
2420,1996-08-17,31.0,51.0,27.0,0.0,32.487096838709675
2421,1996-08-18,33.0,48.0,27.0,0.0,32.30516132258065
2422,1996-08-19,37.0,45.0,27.0,0.0,32.52935483870968
2423,1996-08-20,37.0,46.0,27.2,0.0,31.338709677419356
2424,1996-08-21,36.0,47.0,27.2,0.0,28.716129032258063
2425,1996-08-22,36.0,42.0,27.4,0.0,29.016129032258064
2426,1996-08-23,35.0,43.0,27.5,0.0,29.99354835483871
2427,1996-08-24,31.0,48.0,27.5,0.0,31.8419354516129
2428,1996-08-25,26.0,48.0,27.5,0.0,30.516129064516136
2429,1996-08-26,25.0,45.0,27.5,0.0,30.729032290322582
2430,1996-08-27,26.0,44.0,27.6,0.0,30.274193580645164
2431,1996-08-28,30.0,46.0,27.8,0.0,30.203225806451613
2432,1996-08-29,29.0,50.0,27.9,0.0,29.964516161290323
2433,1996-08-30,26.0,44.0,27.9,0.0,29.163225806451614
2434,1996-08-31,24.0,49.0,27.9,0.0,28.833225806451615
2435,1996-09-01,22.0,49.0,27.9,0.0,28.232258096774192
2436,1996-09-02,21.0,49.0,27.9,0.0,27.961290290322584
2437,1996-09-03,20.0,51.0,27.9,0.0,27.43548387096774
2438,1996-09-04,20.0,49.0,27.9,0.0,26.293548387096767
2439,1996-09-05,20.0,40.0,27.9,0.0,25.870967741935488
2440,1996-09-06,21.0,36.0,27.9,0.0,25.254838741935483
2441,1996-09-07,24.0,38.0,28.3,0.0,25.94193551612904
2442,1996-09-08,21.0,43.0,28.3,0.0,26.04193551612903
2443,1996-09-09,19.0,46.0,28.3,0.0,25.30612906451613
2444,1996-09-10,17.0,46.0,28.3,0.0,25.3719354516129
2445,1996-09-11,17.0,43.0,28.3,0.0,25.19000000000001
2446,1996-09-12,20.0,41.0,28.6,0.0,26.910967741935483
2447,1996-09-13,20.0,38.0,28.6,0.0,28.383548387096774
2448,1996-09-14,22.0,36.0,28.7,0.0,27.261290322580646
2449,1996-09-15,26.0,34.0,29.0,0.0,24.525806451612905
2450,1996-09-16,23.0,42.0,29.0,0.0,23.96774193548387
2451,1996-09-17,20.0,33.0,29.0,0.0,23.696774193548386
2452,1996-09-18,19.0,26.0,29.1,0.0,23.9258064516129
2453,1996-09-19,21.0,24.0,29.8,0.4,23.05161290322581
2454,1996-09-20,21.0,30.0,29.8,0.5,21.919032258064515
2455,1996-09-21,19.0,39.0,29.9,0.5,21.505806451612905
2456,1996-09-22,19.0,42.0,29.9,0.4,21.74193548387097
2457,1996-09-23,22.0,35.0,30.0,0.1,21.85161290322581
2458,1996-09-24,29.0,38.0,30.2,0.0,21.08387096774194
2459,1996-09-25,27.0,33.0,30.4,0.0,20.351612903225806
2460,1996-09-26,26.0,19.0,30.5,0.0,20.077419354838714
2461,1996-09-27,23.0,19.0,31.0,0.3,19.129032258064516
2462,1996-09-28,22.0,33.0,31.1,0.4,18.45709677419355
2463,1996-09-29,22.0,41.0,31.1,0.3,18.421612903225807
2464,1996-09-30,21.0,40.0,31.1,0.0,19.033870967741937
2465,1996-10-01,19.0,41.0,0.0,0.0,19.707741935483874
2466,1996-10-02,18.0,40.0,0.0,0.0,19.70516129032258
2467,1996-10-03,18.0,36.0,0.0,0.0,20.093870967741935
2468,1996-10-04,19.0,36.0,0.0,0.0,20.10258064516129
2469,1996-10-05,18.0,38.0,0.0,0.0,19.23032258064516
2470,1996-10-06,18.0,41.0,0.0,0.0,19.219354838709677
2471,1996-10-07,17.0,41.0,0.0,0.0,19.616129032258065
2472,1996-10-08,17.0,43.0,0.0,0.0,19.24064516129032
2473,1996-10-09,16.0,43.0,0.0,0.0,18.48935483870968
2474,1996-10-10,16.0,45.0,0.0,0.0,18.521612903225808
2475,1996-10-11,23.0,47.0,0.0,0.0,18.652258064516126
2476,1996-10-12,33.0,45.0,0.0,0.0,19.06870967741936
2477,1996-10-13,33.0,43.0,0.0,0.0,19.436451612903223
2478,1996-10-14,32.0,36.0,0.0,0.0,18.91935483870968
2479,1996-10-15,30.0,36.0,0.0,0.0,18.85806451612903
2480,1996-10-16,31.0,26.0,0.0,0.0,18.480645161290326
2481,1996-10-17,29.0,13.0,0.8,0.3,18.532258064516125
2482,1996-10-18,25.0,33.0,0.9,0.5,18.319354838709682
2483,1996-10-19,28.0,34.0,0.9,0.5,18.232258064516127
2484,1996-10-20,27.0,10.0,0.9,0.5,18.196774193548393
2485,1996-10-21,19.0,3.0,1.1,0.7,17.861290322580643
2486,1996-10-22,16.0,11.0,1.1,0.9,17.03548387096774
2487,1996-10-23,17.0,23.0,1.1,1.0,16.419354806451615
2488,1996-10-24,17.0,24.0,1.1,1.1,16.57161290322581
2489,1996-10-25,17.0,23.0,1.2,1.1,16.496774193548386
2490,1996-10-26,16.0,16.0,1.3,1.3,16.267741935483873
2491,1996-10-27,16.0,23.0,1.5,1.4,16.103225806451615
2492,1996-10-28,16.0,27.0,1.6,1.5,15.916129032258064
2493,1996-10-29,17.0,19.0,1.9,1.8,15.958064516129033
2494,1996-10-30,15.0,25.0,2.0,2.1,15.597741935483871
2495,1996-10-31,16.0,23.0,2.0,2.1,15.53548387096774
2496,1996-11-01,16.0,17.0,2.2,2.2,15.535483870967743
2497,1996-11-02,14.0,25.0,2.2,2.3,15.119354838709675
2498,1996-11-03,15.0,29.0,2.2,2.3,14.596451612903225
2499,1996-11-04,16.0,24.0,2.6,2.8,14.445806451612901
2500,1996-11-05,15.0,24.0,2.7,2.8,14.509677419354835
2501,1996-11-06,15.0,9.0,2.7,2.8,14.580645129032257
2502,1996-11-07,13.0,10.0,2.8,2.9,14.990322548387098
2503,1996-11-08,13.0,23.0,2.9,2.9,15.384516129032258
2504,1996-11-09,13.0,25.0,2.9,3.1,15.735483903225807
2505,1996-11-10,13.0,32.0,2.9,3.1,15.667741967741936
2506,1996-11-11,13.0,33.0,2.9,3.1,15.767741935483869
2507,1996-11-12,12.0,32.0,2.9,3.1,15.587096741935481
2508,1996-11-13,12.0,35.0,2.9,3.1,15.109677451612901
2509,1996-11-14,12.0,30.0,2.9,3.1,14.819032258064514
2510,1996-11-15,12.0,21.0,2.9,3.1,13.853225806451613
2511,1996-11-16,13.0,10.0,3.5,3.5,13.649677419354836
2512,1996-11-17,12.0,14.0,4.0,4.0,13.364516129032259
2513,1996-11-18,12.0,28.0,4.4,4.4,13.280645161290325
2514,1996-11-19,13.0,36.0,4.7,4.9,13.458064516129033
2515,1996-11-20,13.0,31.0,4.7,4.9,13.445161290322579
2516,1996-11-21,12.0,30.0,4.7,4.9,13.661290322580646
2517,1996-11-22,12.0,32.0,4.7,4.9,13.593548387096776
2518,1996-11-23,13.0,17.0,4.7,4.9,13.53225806451613
2519,1996-11-24,12.0,15.0,4.9,5.0,13.563870967741936
2520,1996-11-25,11.0,15.0,5.0,5.1,13.161290322580646
2521,1996-11-26,10.0,14.0,5.0,5.1,13.061290322580643
2522,1996-11-27,11.0,7.0,5.2,5.3,12.825806451612902
2523,1996-11-28,9.6,16.0,5.3,5.4,12.622580645161289
2524,1996-11-29,9.3,13.0,5.3,5.4,12.412903225806453
2525,1996-11-30,9.2,5.0,5.5,5.5,12.40967741935484
2526,1996-12-01,8.7,15.0,5.5,5.6,12.151612903225805
2527,1996-12-02,8.8,2.0,5.6,5.7,12.232258064516131
2528,1996-12-03,9.2,8.0,5.8,6.0,12.338709645161293
2529,1996-12-04,9.4,4.0,5.8,6.0,12.512903258064517
2530,1996-12-05,9.3,17.0,5.8,6.0,12.383870967741936
2531,1996-12-06,9.4,10.0,6.4,6.7,12.164516096774195
2532,1996-12-07,9.4,12.0,7.2,7.5,11.935483870967742
2533,1996-12-08,9.2,27.0,7.2,7.6,11.941935483870969
2534,1996-12-09,9.6,30.0,7.3,7.6,11.964516129032258
2535,1996-12-10,9.9,24.0,7.3,7.7,11.97741935483871
2536,1996-12-11,10.0,20.0,7.3,7.7,12.13483870967742
2537,1996-12-12,10.0,20.0,7.8,8.2,12.118709677419353
2538,1996-12-13,10.0,24.0,8.0,8.4,11.907096774193553
2539,1996-12-14,10.0,2.0,8.0,8.5,11.741612903225803
2540,1996-12-15,9.8,0.0,8.2,8.7,11.681290354838712
2541,1996-12-16,9.0,0.0,8.3,8.9,11.494838677419356
2542,1996-12-17,8.8,0.0,8.7,9.5,11.29677422580645
2543,1996-12-18,8.7,-11.0,8.7,9.5,11.11161287096774
2544,1996-12-19,8.6,1.0,8.8,9.8,10.971290290322582
2545,1996-12-20,8.6,13.0,8.9,9.9,10.52870964516129
2546,1996-12-21,8.7,15.0,9.0,10.1,10.06935487096774
2547,1996-12-22,8.7,15.0,9.3,10.3,9.471935483870968
2548,1996-12-23,8.4,5.0,9.3,10.4,9.038709677419353
2549,1996-12-24,8.1,8.0,9.5,10.7,8.599032258064517
2550,1996-12-25,8.0,18.0,9.6,10.8,8.226129032258063
2551,1996-12-26,8.0,21.0,9.7,10.9,7.6977419354838705
2552,1996-12-27,8.0,21.0,9.8,11.0,7.0525806451612905
2553,1996-12-28,8.1,16.0,10.0,11.2,6.748709677419355
2554,1996-12-29,7.4,25.0,10.0,11.3,6.5674193548387105
2555,1996-12-30,7.2,49.0,10.0,11.3,6.378387096774192
2556,1996-12-31,7.0,47.0,10.1,11.3,6.437741935483871
2557,1997-01-01,6.8,63.0,10.1,11.3,6.43774193548387
2558,1997-01-02,6.9,63.0,10.2,11.3,6.50225806451613
2559,1997-01-03,7.8,53.0,10.3,11.3,6.673225806451614
2560,1997-01-04,6.8,2.0,10.5,11.6,6.738387096774196
2561,1997-01-05,6.7,-5.0,10.5,11.6,6.955806451612904
2562,1997-01-06,6.7,-14.0,10.5,11.6,6.699032258064517
2563,1997-01-07,6.9,-14.0,10.6,11.6,6.110322580645163
2564,1997-01-08,6.9,-13.0,10.6,11.6,5.82193548387097
2565,1997-01-09,7.0,-6.0,10.6,11.6,5.57774193548387
2566,1997-01-10,7.2,10.0,10.9,11.8,5.306451612903225
2567,1997-01-11,7.2,4.0,11.9,12.8,5.2683870967741955
2568,1997-01-12,7.6,-14.0,12.4,13.2,5.232258064516129
2569,1997-01-13,7.5,8.0,12.7,13.5,5.1654838709677415
2570,1997-01-14,7.2,1.0,12.7,13.5,5.147419354838711
2571,1997-01-15,7.0,2.0,12.7,13.5,5.056451612903225
2572,1997-01-16,6.9,-2.0,12.7,13.5,5.0367741935483865
2573,1997-01-17,6.7,7.0,12.7,13.5,4.975483870967741
2574,1997-01-18,6.5,41.0,12.7,13.5,4.791290322580646
2575,1997-01-19,6.3,45.0,12.7,13.5,4.731612903225807
2576,1997-01-20,6.2,39.0,12.7,13.5,4.719032258064518
2577,1997-01-21,6.2,14.0,12.7,13.5,4.551290322580646
2578,1997-01-22,6.2,15.0,13.0,13.8,4.547419354838711
2579,1997-01-23,6.2,14.0,13.0,13.8,4.535806451612903
2580,1997-01-24,6.2,6.0,13.0,13.8,4.578709677419356
2581,1997-01-25,6.2,17.0,13.0,13.8,4.540645161290323
2582,1997-01-26,6.2,20.0,13.5,14.3,4.409677419354839
2583,1997-01-27,6.7,15.0,13.7,15.3,4.40225806451613
2584,1997-01-28,6.2,15.0,14.0,15.6,4.382903225806452
2585,1997-01-29,5.8,14.0,14.0,15.7,4.338709677419355
2586,1997-01-30,5.8,21.0,14.0,15.7,4.33483870967742
2587,1997-01-31,5.7,30.0,14.1,15.9,4.319032258064516
2588,1997-02-01,5.8,24.0,14.1,16.1,4.593548387096775
2589,1997-02-02,5.6,22.0,14.1,16.1,4.564516129032259
2590,1997-02-03,6.0,8.0,14.2,16.1,4.433548387096775
2591,1997-02-04,6.4,10.0,14.3,16.3,4.330000000000002
2592,1997-02-05,6.3,13.0,14.4,16.4,4.29741935483871
2593,1997-02-06,6.2,9.0,14.4,16.5,4.199354838709678
2594,1997-02-07,6.1,3.0,14.5,16.6,4.207741935483873
2595,1997-02-08,5.4,8.0,14.5,16.6,4.251612903225807
2596,1997-02-09,5.3,9.0,14.5,16.6,4.272258064516128
2597,1997-02-10,5.4,15.0,14.5,16.6,4.29258064516129
2598,1997-02-11,5.4,18.0,14.5,16.6,4.220645161290323
2599,1997-02-12,5.4,19.0,14.5,16.6,4.162903225806451
2600,1997-02-13,5.2,6.0,14.5,16.7,4.158064516129032
2601,1997-02-14,5.0,8.0,14.5,16.7,4.1329032258064515
2602,1997-02-15,4.8,16.0,14.5,16.9,4.087096774193548
2603,1997-02-16,4.8,24.0,14.7,17.1,4.080322580645161
2604,1997-02-17,4.9,26.0,14.7,17.1,4.080967741935484
2605,1997-02-18,5.2,20.0,14.7,17.2,4.10516129032258
2606,1997-02-19,5.7,20.0,14.8,17.3,4.039354838709677
2607,1997-02-20,5.8,12.0,14.8,17.4,4.045806451612902
2608,1997-02-21,5.7,2.0,15.3,18.1,4.059354838709678
2609,1997-02-22,5.4,4.0,15.4,18.2,4.023870967741936
2610,1997-02-23,5.0,3.0,15.4,18.2,4.106129032258065
2611,1997-02-24,4.9,4.0,15.5,18.3,4.148064516129033
2612,1997-02-25,4.9,12.0,15.6,18.4,4.1325806451612905
2613,1997-02-26,4.9,8.0,15.6,18.4,4.089677419354839
2614,1997-02-27,5.0,12.0,15.6,18.4,3.97483870967742
2615,1997-02-28,5.0,9.0,15.7,18.4,4.05516129032258
2616,1997-03-01,4.9,7.0,15.9,18.6,4.151290322580646
2617,1997-03-02,4.5,19.0,15.9,18.8,4.402903225806452
2618,1997-03-03,4.5,11.0,15.9,18.8,4.492258064516129
2619,1997-03-04,4.5,4.0,16.0,19.0,4.466774193548387
2620,1997-03-05,4.5,10.0,16.3,19.2,4.420645161290325
2621,1997-03-06,4.6,23.0,16.3,19.4,4.5125806451612895
2622,1997-03-07,4.7,22.0,16.3,19.4,4.402903225806451
2623,1997-03-08,4.6,23.0,16.3,19.4,4.348064516129031
2624,1997-03-09,4.5,22.0,16.3,19.4,4.2777419354838715
2625,1997-03-10,4.1,28.0,16.4,19.4,4.127096774193549
2626,1997-03-11,4.0,34.0,16.4,19.5,3.9219354838709677
2627,1997-03-12,4.1,33.0,16.4,19.5,3.911612903225807
2628,1997-03-13,4.1,26.0,16.4,19.5,3.855161290322581
2629,1997-03-14,4.2,17.0,16.4,19.5,3.738709677419355
2630,1997-03-15,4.3,27.0,16.4,19.5,3.7383870967741935
2631,1997-03-16,4.1,31.0,16.4,19.6,3.778064516129033
2632,1997-03-17,4.4,27.0,16.5,19.6,3.8283870967741933
2633,1997-03-18,4.6,23.0,16.5,19.6,4.034516129032259
2634,1997-03-19,4.8,29.0,16.5,19.6,4.14483870967742
2635,1997-03-20,5.2,38.0,16.5,19.6,4.203225806451612
2636,1997-03-21,5.9,35.0,16.5,19.6,4.32032258064516
2637,1997-03-22,6.5,33.0,16.5,19.6,4.529032258064516
2638,1997-03-23,6.7,33.0,16.5,19.6,4.933870967741935
2639,1997-03-24,7.8,17.0,16.5,19.6,4.881290322580645
2640,1997-03-25,6.8,15.0,16.9,19.8,4.887741935483872
2641,1997-03-26,6.3,30.0,16.9,20.0,4.870645161290321
2642,1997-03-27,6.7,24.0,17.0,20.3,4.956129032258064
2643,1997-03-28,6.7,25.0,17.0,20.5,5.087741935483871
2644,1997-03-29,8.1,14.0,17.1,20.7,5.127741935483871
2645,1997-03-30,6.7,27.0,17.3,21.0,5.1661290322580635
2646,1997-03-31,7.1,30.0,17.4,21.1,5.546451612903225
2647,1997-04-01,8.4,21.0,17.4,21.1,6.3112903225806445
2648,1997-04-02,8.4,17.0,18.0,21.6,6.440645161290323
2649,1997-04-03,7.2,28.0,18.4,21.9,6.47032258064516
2650,1997-04-04,8.2,24.0,18.5,22.0,6.311612903225806
2651,1997-04-05,8.4,10.0,18.8,22.5,6.159354838709677
2652,1997-04-06,7.1,8.0,18.9,22.7,6.095161290322581
2653,1997-04-07,7.0,16.0,18.9,22.7,6.276774193548386
2654,1997-04-08,7.3,20.0,19.0,22.6,6.82774193548387
2655,1997-04-09,7.5,24.0,19.0,22.5,7.1174193548387095
2656,1997-04-10,7.4,13.0,19.1,22.5,7.490645161290323
2657,1997-04-11,7.0,4.0,19.5,22.7,7.668387096774193
2658,1997-04-12,6.9,5.0,19.6,22.9,7.698709677419355
2659,1997-04-13,6.7,10.0,19.7,22.9,7.849032258064515
2660,1997-04-14,6.7,22.0,19.8,22.8,8.235483870967743
2661,1997-04-15,7.0,27.0,19.8,22.6,8.743548387096775
2662,1997-04-16,7.3,30.0,19.8,22.5,9.048387096774194
2663,1997-04-17,8.4,33.0,19.8,22.5,9.458709677419355
2664,1997-04-18,10.0,34.0,19.8,22.5,10.211935483870969
2665,1997-04-19,12.0,36.0,19.8,22.5,10.63741935483871
2666,1997-04-20,15.0,33.0,19.8,22.5,10.902580645161292
2667,1997-04-21,20.0,23.0,20.0,22.9,11.619032258064514
2668,1997-04-22,16.0,22.0,20.8,23.8,12.386129032258065
2669,1997-04-23,14.0,26.0,21.2,24.1,13.06967741935484
2670,1997-04-24,15.0,19.0,22.1,25.1,14.035806451612903
2671,1997-04-25,12.0,23.0,23.3,26.6,14.11967741935484
2672,1997-04-26,12.0,23.0,23.5,26.6,14.452580645161293
2673,1997-04-27,11.0,30.0,23.9,27.1,15.029032258064515
2674,1997-04-28,13.0,31.0,23.9,27.1,17.33225806451613
2675,1997-04-29,13.0,28.0,24.0,27.2,19.85483870967742
2676,1997-04-30,12.0,23.0,24.2,27.4,21.13225806451613
2677,1997-05-01,12.0,22.0,24.4,27.5,21.477419354838712
2678,1997-05-02,11.0,19.0,24.6,27.7,21.16451612903225
2679,1997-05-03,10.0,31.0,24.7,27.7,20.393548387096775
2680,1997-05-04,12.0,40.0,24.7,27.7,21.764516129032252
2681,1997-05-05,17.0,40.0,24.7,27.4,24.132258064516126
2682,1997-05-06,26.0,42.0,24.7,26.8,22.645161290322577
2683,1997-05-07,35.0,36.0,24.8,26.1,26.996774193548386
2684,1997-05-08,40.0,36.0,24.8,25.7,29.725806451612907
2685,1997-05-09,49.0,37.0,24.8,25.1,29.932258064516127
